metric_id,metric_name,metric_short_name,owner_saphr_id,dev_saphr_id,metric_calc_lvl,is_active,measure_unit,is_rank,rank_sort,is_infopanel,is_navigator,is_sbolpro,cmnt,load_marker,modified_dt,inserted_dttm,author_login
9001272,Количество презентаций,Количество презентаций,1530917.0,,,True,,False,,,,,Для агрегата метрик отчета ФОТ через ВСП в АС Инфопанель,,2025-06-05,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001102,Фактический отток в ФЛ,Фактический отток,1642359.0,1636839.0,,True,,False,,,,,Витрина Эффективности для команды МРМ. Виджет Управление оттоками,,2024-01-31,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001322,CHANGE Проекты Digital исполнены,Количество change проектов по сегменту Рабочий возраст выполненых на 100%,1530917.0,,,True,,False,,,False,,Для Водопада в АС Навигатор,,2026-01-23,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001194,Количество консультаций по продукту перевод на ЗП ролью ВСП,Количество консультаций по продукту перевод на ЗП ролью ВСП,1530917.0,,,True,,True,desc,,True,,Для АС Навигатор,,2025-02-18,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001570,Резерв для МРМ,Резерв для МРМ,1532200.0,,,False,,False,,,,,Резерв для МРМ,,2024-02-29,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
10903254,Общее количество РСЗП,Общее количество РСЗП,1737120.0,,,True,,False,,,,,Для ИСУ,,2025-03-03,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
12400201,Количество уникальных получателей без изменения сегмента из Базы планирования до ИНН (все перечисления),Количество уникальных получателей без изменения сегмента из Базы планирования до ИНН (все перечисления),,,,True,,True,desc,True,False,False,,,2025-03-12,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001072,Выданные карты на выезде без учета выходных и праздничных дней,Выданные карты на выезде без учета выходных и праздничных дней,42646.0,,,True,,False,,,,,Для отчета ЖУЦ в АС Инфопанель,,2024-01-19,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
2141099,Объем рынка СБ для расчета доли рынка ФОТ без янв и дек ИП(числитель) (Интегральная без янв и дек),Объем рынка СБ для расчета доли рынка ФОТ без янв и дек ИП(числитель) (Интегральная без янв и дек),,,,True,,False,,,,,Для отчета по доле рынка в АС Инфопанель,,2022-10-05,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001215,Кол-во новых ФЛ на 1 КМ CIB,Кол-во новых ФЛ на 1 КМ CIB,1530917.0,,,True,,False,,,,,Для АС Навигатор,,2025-04-24,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9901276,Всего оттоков ФЛ,Всего оттоков ФЛ,1530917.0,1345134.0,,True,,False,,,True,,Для отчета по оттокам в АС Навигатор,,2026-01-30,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001510,"Доля сотрудников, выполняющих норматив по среднему кол-во активностей в день с типом Встреча (в СБОЛ.про B2B и B2C УЗП)","Доля МЗП, выполняющих норматив 2 встречи в день",1532200.0,2007815.0,,True,,False,,,,,Для отчета КУБ в АС Инфопанель и МРМ,,2024-10-17,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
10001641,ФОТ для темпа роста,ФОТ для темпа роста,1790758.0,1851030.0,,True,,False,,,,,Для отчета по темпам роста ФОТ в АС Инфопанель,,2022-05-30,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001115,Торговый Эквайринг,Торговый Эквайринг,1157749.0,,,True,,False,,,,,Для отчета Карточка ВУЗ в АС Инфопанель,,2024-04-04,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
2141078,Объем рынка Росстат для расчета доли рынка ФОТ(знаменатель) (Интегральная ФОТ),Объем рынка Росстат для расчета доли рынка ФОТ(знаменатель) (Интегральная ФОТ),,,,True,,False,,,,,Для отчета по доле рынка в АС Инфопанель,,2022-10-05,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001136,Количество уникальных получателей до ГОСБ (все перечисления) силовые,Количество уникальных получателей до ГОСБ (все перечисления) силовые,1791596.0,2033718.0,,True,,False,,,,,Для отчета Уникальные получатели в АС Инфопанель,,2024-09-12,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001292,Отток ФЛ неподтвержденный,Отток ФЛ неподтвержденный,1530917.0,1345134.0,,True,,False,,,True,,Для отчета по оттокам в АС Навигатор,,2025-08-23,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9002012,Факт выпущено карт,Факт выпущено карт,1150387.0,1636839.0,,True,,False,,,,,Для виджета по прогнозу по сделкам,,2024-12-04,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001116,Интрнет эквайринг,Интрнет эквайринг,1157749.0,,,True,,False,,,,,Для отчета Карточка ВУЗ в АС Инфопанель,,2024-04-04,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001540,Доля продаж B2C  в выполнении норматива СЗП,Доля продаж B2C  в выполнении норматива СЗП,1532200.0,2007815.0,,True,,False,,,,,Для отчета КУБ в АС Инфопанель и МРМ,,2025-10-01,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
2141100,Объем рынка Росстат для расчета доли рынка ФОТ без янв и дек ИП(знаменатель) (Интегральная без янв и дек),Объем рынка Росстат для расчета доли рынка ФОТ без янв и дек ИП(знаменатель) (Интегральная без янв и дек),,,,True,,False,,,,,Для отчета по доле рынка в АС Инфопанель,,2022-10-05,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001045,Прирост ФОТ к месяцу предыдущего года (%),Прирост ФОТ к месяцу предыдущего года (%),,1636839.0,,True,,False,,,,,Для виджетов в АС Инфопанель,,2023-08-07,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001099,Ежедневный отток ЮЛ,Ежедневный,1642359.0,1636839.0,,True,,False,,,,,Витрина Эффективности для команды МРМ. Виджет Управление оттоками,,2024-01-31,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001308,RUN Привлечение КМ+МЗП,Количество новых клиентов получателей заработной платы привлеченных по технологиии  b2b инициатор МЗП или СЗП,1530917.0,,,True,,False,,,False,,Для Водопада в АС Навигатор,,2026-01-23,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001094,Нереализованный потенциал по ЗД,Нереализованный потенциал,1642359.0,1636839.0,,True,,False,,,,,Витрина Эффективности для команды МРМ. Виджет Ожидаемый потенциал по сделкам,,2024-01-31,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001216,Кол-во новых ФЛ на 1 КМ ОПК,Кол-во новых ФЛ на 1 КМ ОПК,1530917.0,,,True,,False,,,,,Для АС Навигатор,,2025-04-24,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001237,Количество новых ФЛ по самостоятельным задачам КМ КБ,Количество новых ФЛ по самостоятельным задачам КМ КБ,1530917.0,,,True,,False,,,,,Для АС Навигатор,,2025-04-24,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9002005,Количество НФЛ по задачам,Количество НФЛ по задачам,1150387.0,1636839.0,,True,,True,desc,,True,,Для виджета по Воронке продаж,,2024-12-04,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001120,ФЛ с потребительским кредитом,ФЛ с потребительским кредитом,1157749.0,,,True,,False,,,,,Для отчета Карточка ВУЗ в АС Инфопанель,,2024-04-04,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001582,Резерв для МРМ,Резерв для МРМ,1532200.0,,,False,,False,,,,,Резерв для МРМ,,2024-02-29,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001297,Доля от оттока от портфеля ФЛ,Доля от оттока от портфеля ФЛ,,384103.0,,False,,False,,,False,,Для AI-агента по фактическим оттокам,,2025-10-09,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001248,Оседаемость новых ФЛ КМ КСБ,Оседаемость новых ФЛ КМ КСБ,1530917.0,,,True,,False,,,,,Для АС Навигатор,,2025-04-24,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001170,Кол-во новых ФЛ пришедших на обслуживание через технологию привлечения b2b через сделки КМ ММБ,Кол-во новых ФЛ пришедших на обслуживание через технологию привлечения b2b через сделки КМ ММБ,1530917.0,,,True,,True,desc,,True,,Для АС Навигатор,,2025-02-18,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001014,Количество уникальных получателей (ЕПП),Количество уникальных получателей (ЕПП),1782048.0,1851030.0,,True,,False,,,,,Для отчёта дерево ФОТ в АС Инфопанель,,2022-08-18,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9901284,ФЛ в невыставленных задачах,ФЛ в невыставленных задачах,1530917.0,1345134.0,,True,,False,,,True,,Для отчета по оттокам в АС Навигатор,,2026-01-30,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001180,Количество ФЛ в задачах по пропуску зачислений в контрольные даты выплаты аванаса и окончательного расчета внутри отчетного месяца,Количество ФЛ в задачах по пропуску зачислений в контрольные даты выплаты аванаса и окончательного расчета внутри отчетного месяца,1530917.0,,,True,,True,asc,,True,,Для АС Навигатор,,2025-02-18,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001034,"Отток ФЛ, изменение к прошлому месяцу","Отток ФЛ, изменение к прошлому месяцу",1530917.0,1798458.0,,True,,False,,,,,Для виджетов в АС Инфопанель,,2023-07-25,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001258,Доля текучки в новом привлечении КМ РГС,Доля текучки в новом привлечении КМ РГС,1530917.0,,,True,,False,,,,,Для АС Навигатор,,2025-04-24,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
1020389,Обьем ФОТ(по балансу),Обьем ФОТ(по балансу),1791596.0,1636839.0,,True,,True,desc,True,True,,Для отчета ФОТ в АС Инфопанель,,2024-01-31,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001331,CHANGE Проекты Возврат B2С исполнены,Количество change проектов направления работы с оттоком сегмента Рабочий возраст выполненых на 100%,1530917.0,,,True,,False,,,False,,Для Водопада в АС Навигатор,,2026-01-23,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001543,Резерв для МРМ,Резерв для МРМ,1532200.0,,,False,,False,,,,,Резерв для МРМ,,2024-02-29,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001312,RUN Привлечение Самоток,Количество новых клиентов получателей заработной платы по которым не были проведены меороприятия на привлеченгия продающей ролью или каналом,1530917.0,,,True,,False,,,False,,Для Водопада в АС Навигатор,,2026-01-23,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001506,Конвертация согласий по централизованным задачам УП в сделки с НФЛ,Конвертация согласий по ЦЗ в сделки с НФЛ,1532200.0,,,True,,False,,,,,Для отчета КУБ в АС Инфопанель и МРМ,,2024-03-20,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001209,Потери новых ФЛ по МЗП/СЗП,Потери новых ФЛ по МЗП/СЗП,1530917.0,,,True,,True,asc,,,,Для АС Навигатор,,2025-04-24,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001239,Кол-во новых ФЛ на 1 сделку МЗП,Кол-во новых ФЛ на 1 сделку МЗП,1530917.0,,,True,,False,,,,,Для АС Навигатор,,2025-04-24,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001027,"Оттоки ЮЛ, факт","Оттоки ЮЛ, факт",1530917.0,1798458.0,,True,,False,,,,,Для виджетов в АС Инфопанель,,2023-07-25,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001113,Количество банкоматов ,Количество банкоматов ,1157749.0,,,True,,False,,,,,Для отчета Карточка ВУЗ в АС Инфопанель,,2024-04-04,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001286,Доля взятых,Доля взятых,1530917.0,1345134.0,,True,,False,,,True,,Для отчета по оттокам в АС Навигатор,,2025-08-17,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001515,Доля выданных карт Momentum c зачислениями заработной платы,Доля выданных Momentum c зачислениями з/п,1532200.0,,,True,,False,,,,,Для отчета КУБ в АС Инфопанель и МРМ,,2024-03-20,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001065,Фот не в доле ИП с выплатой на одну карту,Фот вне доли ИП1,1791596.0,,,True,,False,,,,,Детализация общего ФОТ в доле/не в доле,,2023-01-16,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001011,Заключенные и запущенные зарплатные договора,Заключенные и запущенные зарплатные договора,760696.0,1798458.0,,True,,False,,,,,Для отчёта по запуску ЗД в АС Инфопанель,,2022-08-17,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001339,Количество новых получателей по ролям ЦКР,Количество новых получателей по ролям ЦКР,1530917.0,,,True,,False,,,False,,Для Водопада в АС Навигатор,,2026-03-16,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001284,ФЛ в невыставленных задачах,ФЛ в невыставленных задачах,1530917.0,1345134.0,,True,,False,,,True,,Для отчета по оттокам в АС Навигатор,,2025-08-15,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001245,Оседаемость новых ФЛ,Оседаемость новых ФЛ,1530917.0,,,True,,False,,,,,Для АС Навигатор,,2025-04-24,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001313,RUN Возврат B2B,Количество ФЛ вернувшихся на обслуживание в рамках отработки задач по технологии b2b,1530917.0,,,True,,False,,,False,,Для Водопада в АС Навигатор,,2026-01-23,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9002004,Заявлено в сделках ФЛ,Заявлено в сделках ФЛ,1150387.0,1636839.0,,True,,True,desc,,True,,Для виджета по Воронке продаж,,2024-12-04,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001262,Доля текучки в новом привлечении КМ CIB,Доля текучки в новом привлечении КМ CIB,1530917.0,,,True,,False,,,,,Для АС Навигатор,,2025-04-24,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9901287,Отработано ШТ,Отработано ШТ,1530917.0,1345134.0,,True,,False,,,True,,Для отчета по оттокам в АС Навигатор,,2026-01-30,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
2141093,Прирост доли рынка ФОТ без янв и дек год к году (Интегральная без янв и дек),Прирост доли рынка ФОТ без янв и дек год к году (Интегральная без янв и дек),,,,True,,False,,,,,Для отчета по доле рынка в АС Инфопанель,,2022-10-05,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
90010351,Возврат кол-во ФЛ,Возврат кол-во ФЛ,1530917.0,,,True,,True,desc,,,,Для АС Навигатор,,2025-04-03,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
12002018,Доля производительных МЗП,Доля производительных МЗП,1530917.0,1530917.0,,True,,False,,,,,,,2022-05-30,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001206,ТОП 3 холдинга оттока клиентов,ТОП 3 холдинга оттока клиентов,1530917.0,,,True,,False,,,,,Для АС Навигатор,,2025-04-24,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
90012082,Количество систематически неэффективных CЗП,Количество систематически неэффективных CЗП,1530917.0,,,True,,True,asc,,,,Для АС Навигатор,,2025-05-20,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
1004232,Текучесть первой линии по направлению зарплатные проекты (в процентах),Текучесть МЗП / СЗП,1737120.0,2007815.0,,True,%,False,,False,False,True,"Витрина Эффективности для команды МРМ. Мотивация НО, НУ, ИД, ДУ",,2026-03-18,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
12002035,Кол-во производительных МЗП,Кол-во производительных МЗП,,,,True,,False,,,,,,,2022-05-30,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001333,"Рост доли возвратов оттоков, выставляемых на МЗП/СЗП В2В","Рост доли возвратов оттоков, выставляемых на МЗП/СЗП В2В",1530917.0,,,True,,False,,,False,,Для АС Навигатор,,2026-02-13,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001043,ФОТ по холдингам,ФОТ по холдингам,,1636839.0,,True,,False,,,,,Для виджетов в АС Инфопанель,,2023-08-07,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001148,Темп роста портфеля в людях,Темп роста портфеля в людях,2119307.0,1636839.0,,True,,False,,,,,Для отчета Волга,,2024-11-19,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001071,Доля количества карт взятых на выезд по группе договоров,Доля количества карт взятых на выезд по группе договоров,42646.0,,,True,,False,,,,,Для отчета ЖУЦ в АС Инфопанель,,2024-01-19,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9901289,Отток ФЛ Подтвержденный,Отток ФЛ Подтвержденный,1530917.0,1345134.0,,True,,False,,,True,,Для отчета по оттокам в АС Навигатор,,2026-01-30,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001134,Количество уникальных получателей до ИНН (все перечисления) силовые,Количество уникальных получателей до ИНН (все перечисления) силовые,1791596.0,2033718.0,,True,,False,,,,,Для отчета Уникальные получатели в АС Инфопанель,,2024-09-12,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001554,Резерв для МРМ,Резерв для МРМ,1532200.0,,,False,,False,,,,,Резерв для МРМ,,2024-02-29,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001573,Резерв для МРМ,Резерв для МРМ,1532200.0,,,False,,False,,,,,Резерв для МРМ,,2024-02-29,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001275,Доля от оформления,Доля от оформления,1530917.0,,,True,,False,,,,,Для агрегата метрик отчета ФОТ через ВСП в АС Инфопанель,,2025-06-05,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001107,Доля каналов заключения по сегментам,Доля каналов заключения по сегментам,2033718.0,2033718.0,,True,,False,,,,,Для отчёта по запуску ЗД в АС Инфопанель,,2024-02-05,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001117,Чистый опреационный доход,Чистый опреационный доход,1157749.0,,,True,,False,,,,,Для отчета Карточка ВУЗ в АС Инфопанель,,2024-04-04,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001586,Резерв для МРМ,Резерв для МРМ,1532200.0,,,False,,False,,,,,Резерв для МРМ,,2024-02-29,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001020,Средняя зарплата получателей (Реестр),Средняя зарплата получателей (Реестр),1782048.0,1851030.0,,True,,False,,,,,Для отчёта дерево ФОТ в АС Инфопанель,,2022-08-18,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001263,Выполнение плана по РСЗП,Выполнение плана по РСЗП,1530917.0,,,True,,False,,,,,Для АС Навигатор,,2025-04-24,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001012,ФОТ для запуска ЗД,ФОТ для запуска ЗД,760696.0,1798458.0,,True,,False,,,,,Для отчёта по запуску ЗД в АС Инфопанель,,2022-08-17,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001159,СР ЗП рынок,СР ЗП рынок,,,,True,,True,desc,,True,,Для отчета Волга,,2025-02-03,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001111,Портфель Студенты до ИНН,Портфель Студенты до ИНН,1157749.0,,,True,,False,,,,,Для отчета Карточка ВУЗ в АС Инфопанель,,2024-04-04,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
1003007,Количество новых физических лиц по закрепленным клиентам,Новые ФЛ,1530917.0,,,True,,True,desc,,True,,Для отчета по оперфакту НП в АС Инфопанель,,2023-11-28,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001154,Темп роста Y2Y СР ЗП текущий портфель,Темп роста Y2Y СР ЗП текущий портфель,,,,True,,False,,,,,Для отчета Волга,,2025-02-03,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001566,Резерв для МРМ,Резерв для МРМ,1532200.0,,,False,,False,,,,,Резерв для МРМ,,2024-02-29,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001598,Резерв для МРМ,Резерв для МРМ,1532200.0,,,False,,False,,,,,Резерв для МРМ,,2024-02-29,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001513,"Доля сотрудников, выполняющих норматив по конвертации согласий в учтенную продажу (B2C УЗП)",Норматив по конвертации согласий в учтенную продажу (доля СЗП),1532200.0,,,True,,False,,,,,Для отчета КУБ в АС Инфопанель и МРМ,,2024-03-20,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
10903479,Отток ФЛ от 100 до 199 ФЛ для ИСУ,Отток ФЛ от 100 до 199 ФЛ для ИСУ,1737120.0,,,True,,False,,,,,Для ИСУ,,2025-03-03,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001146,Доля производительных СЗП,Доля производительных СЗП,1530917.0,2033718.0,,True,,True,desc,,True,,Для отчета Оперфакт в АС Инфопанель,,2024-09-16,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001019,Средняя зарплата получателей (ЕПП),Средняя зарплата получателей (ЕПП),1782048.0,1851030.0,,True,,False,,,,,Для отчёта дерево ФОТ в АС Инфопанель,,2022-08-18,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001320,CHANGE Проекты КМ просрочены,Количество change проектов по сегментам КиБ находящихся в работе и срок по которым прошел,1530917.0,,,True,,False,,,False,,Для Водопада в АС Навигатор,,2026-01-23,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001560,Резерв для МРМ,Резерв для МРМ,1532200.0,,,False,,False,,,,,Резерв для МРМ,,2024-02-29,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001167,Кол-во новых ФЛ пришедших на обслуживание через технологию привлечения b2b,Кол-во новых ФЛ пришедших на обслуживание через технологию привлечения b2b,1530917.0,,,True,,True,desc,,True,,Для АС Навигатор,,2025-02-18,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001131,Коэффициент выполнения плана по показателю ФОТ для доли,КОценка ФОТ для доли,1575385.0,2033718.0,,True,,False,,,,,Для отчета Общий ФОТ в АС Инфопанель,,2024-09-06,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
1020395,Обьем ФОТ(интегральный КБ+РБ),Обьем ФОТ(интегральный КБ+РБ),1791596.0,1636839.0,,True,,True,desc,True,True,,Для отчета ФОТ в АС Инфопанель,,2024-01-31,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001018,Средняя зарплата получателей,Средняя зарплата получателей,1782048.0,1851030.0,,True,,False,,,,,Для отчёта дерево ФОТ в АС Инфопанель,,2022-08-18,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001562,Резерв для МРМ,Резерв для МРМ,1532200.0,,,False,,False,,,,,Резерв для МРМ,,2024-02-29,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
10002127,Доля производительных МЗП,Доля эффективных сотрудников,1530917.0,1530917.0,,True,,True,desc,,True,,Для отчета по оперфакту НП в АС Инфопанель,,2024-01-31,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001204,Переводы в КомБанк по m2m,Переводы в КомБанк по m2m,1530917.0,,,True,,False,,,,,Для АС Навигатор,,2025-04-24,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001296,Доля возрата,Доля возрата,1530917.0,1345134.0,,True,,False,,,True,,Для отчета по оттокам в АС Навигатор,,2025-08-27,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001192,Количество ФЛ поторые являются новыми по продукту перевод на ЗП ролью СЗП,Количество ФЛ поторые являются новыми по продукту перевод на ЗП ролью СЗП,1530917.0,,,True,,True,desc,,True,,Для АС Навигатор,,2025-02-18,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
2141075,Прирост доли рынка ФОТ ИП год к году (Интегральная ФОТ),Прирост доли рынка ФОТ ИП год к году (Интегральная ФОТ),,,,True,,False,,,,,Для отчета по доле рынка в АС Инфопанель,,2022-10-05,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001548,Резерв для МРМ,Резерв для МРМ,1532200.0,,,False,,False,,,,,Резерв для МРМ,,2024-02-29,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001035,"Возврат оттоков ФЛ, факт","Возврат оттоков ФЛ, факт",1530917.0,1798458.0,,True,,True,desc,,True,,Для виджетов в АС Инфопанель,,2023-07-25,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9002015,Факт зачислений на действующие карты,Факт зачислений на действующие карты,1150387.0,1636839.0,,True,,False,,,,,Для виджета по прогнозу по сделкам,,2024-12-04,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001165,Количество ФЛ переставших быть получателями ЗП в Сбере без задач ,Количество ФЛ переставших быть получателями ЗП в Сбере без задач,1530917.0,,,True,,True,asc,,True,,Для АС Навигатор,,2025-02-18,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001166,Средний размер зачислений по портфелю клиентов ФЛ стабильно получающих заработную плату 4+ мес,Средний размер зачислений по портфелю клиентов ФЛ стабильно получающих заработную плату 4+ мес,1530917.0,,,True,,True,desc,,True,,Для АС Навигатор,,2025-02-18,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
