tb_id,tb_short_name,tb_full_name,old_gosb_name,old_gosb_id,new_gosb_name,new_gosb_id,isu_branch_id,isu_branch_name,web_gosb_id,pirs_gosb_id,pirs_gosb_name,utc_timezone,timezone_violation_msk,region_id,region_name,inserted_dttm,author_login
2,ЦА,Центральный аппарат,Подразделения ЦА,-2,Подразделения ЦА,99,,Подразделения ЦА,,-2.0,Подразделения ЦА,3,0,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
16,УБ,Уральский банк,Нижневартовск,5939,Югорское ГОСБ № 5940,5940,11622.0,Югорское,1010.0,5940.0,СУРГУТСКОЕ ОТДЕЛЕНИЕ №5940,5,2,86.0,Ханты-Мансийский АО - Югра,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
38,МБ,Московский банк,ЛЮБЛИНСКОЕ ОТДЕЛЕНИЕ,7977,Аппарат МБ,9038,,Московский банк,1028.0,3805.0,ЮЖНОЕ,3,0,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
70,ДВБ,Дальневосточный банк,Аппарат ДВБ,700000,Аппарат ДВБ,700000,10870.0,Дальневосточный банк,1107.0,9070.0,ГОЛОВНОЕ ОТДЕЛЕНИЕ ПО ХАБАРОВСКОМУ КРАЮ,10,7,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
42,ВВБ,Волго-Вятский банк,Владимирское ГОСБ № 8611,8611,Владимирское ГОСБ № 8611,8611,10877.0,Владимирское,1048.0,8611.0,ВЛАДИМИРСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8611,3,0,33.0,Владимирская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
13,ЦЧБ,Центрально-Черноземный банк,Курское ГОСБ № 8596,8596,Курское ГОСБ № 8596,8596,13443.0,Курское,1005.0,8596.0,КУРСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8596,3,0,46.0,Курская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
55,СЗБ,Северо-Западный банк,ГО по г. Санкт-Петербургу,9055,ГО по г. Санкт-Петербургу,9055,15635.0,Санкт- Петербургское,1096.0,9055.0,САНКТ-ПЕТЕРБУРГСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ 9055,3,0,78.0,г.Санкт-Петербург,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
40,СРБ,Среднерусский банк,ЮЖНОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ,904000004,Южное ГО,1024,13841.0,Южное,1033.0,904000004.0,ЮЖНОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ,3,0,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
54,ПБ,Поволжский банк,АВТОЗАВОДСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8213,8213,Автозаводское ГО,1039,24601.0,Автозаводское,1079.0,8213.0,АВТОЗАВОДСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8213,3,0,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
13,ЦЧБ,Центрально-Черноземный банк,ГО по Луганской Народной Республике,9014,ГО по Луганской Народной Республике,9014,,ЛНР,,,"""""""""""""""""""""""""""""",3,0,94.0,Луганская Народная Республика,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
44,СибБ,Сибирский банк,Абаканское ГОСБ № 8602,8602,Абаканское ГОСБ № 8602,8602,4297.0,Абаканское,1060.0,8646.0,КРАСНОЯРСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8646,7,4,19.0,Республика Хакасия,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
13,ЦЧБ,Центрально-Черноземный банк,Тамбовское ГОСБ № 8594,8594,Тамбовское ГОСБ № 8594,8594,4290.0,Тамбовское,1003.0,8594.0,ТАМБОВСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8594,3,0,68.0,Тамбовская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
42,ВВБ,Волго-Вятский банк,Удмуртское ГОСБ № 8618,4450,Удмуртское ГОСБ № 8618,8618,10887.0,Удмуртское,1052.0,8618.0,УДМУРТСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8618,4,1,18.0,Удмуртская Республика,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
38,МБ,Московский банк,СРЕТЕНСКОЕ ОТДЕЛЕНИЕ,7981,Аппарат МБ,9038,,Московский банк,1027.0,3803.0,СЕВЕРНОЕ,3,0,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
40,СРБ,Среднерусский банк,Ивановское ГОСБ № 8639,8639,Ивановское ГОСБ № 8639,8639,4287.0,Ивановское,1042.0,8639.0,ИВАНОВСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8639,3,0,37.0,Ивановская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
52,ЮЗБ,Юго-Западный банк,Ростовский ГОСБ № 5221,7931,Ростовское ГОСБ № 5221,5221,10888.0,Ростовское,1067.0,5221.0,РОСТОВСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №5221,3,0,61.0,Ростовская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
44,СибБ,Сибирский банк,Омское ГОСБ № 8634,8634,Омское ГОСБ № 8634,8634,2535.0,Омское,1063.0,8634.0,ОМСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8634,6,3,55.0,Омская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
38,МБ,Московский банк,ТВЕРСКОЕ ОТДЕЛЕНИЕ,7982,Аппарат МБ,9038,,Московский банк,1026.0,3803.0,СЕВЕРНОЕ,3,0,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
40,СРБ,Среднерусский банк,Западное ГО,1025,Западное ГО,1025,9325.0,Западное,1034.0,904000002.0,ЗАПАДНОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ,3,0,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
40,СРБ,Среднерусский банк,Северное ГО,1026,Северное ГО,1026,9324.0,Северное,1035.0,904000003.0,СЕВЕРНОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ,3,0,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
55,СЗБ,Северо-Западный банк,Вологодское ГОСБ № 8638,8638,Вологодское ГОСБ № 8638,8638,4286.0,Вологодское,1095.0,8638.0,ВОЛОГОДСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8638,3,0,35.0,Вологодская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
13,ЦЧБ,Центрально-Черноземный банк,Головное отделение по Воронежской обл.,1300,ГО по Воронежской области,9013,13444.0,Воронежское,1006.0,9013.0,ВОРОНЕЖСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №9013,3,0,36.0,Воронежская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
55,СЗБ,Северо-Западный банк,Ненецкое отделение № 1582,1582,Архангельское ГОСБ № 8637,8637,4285.0,Архангельское,1094.0,8637.0,АРХАНГЕЛЬСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8637,3,0,29.0,Архангельская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
38,МБ,Московский банк,Восток,3801,Аппарат МБ,9038,,Московский банк,1024.0,3801.0,ВОСТОЧНОЕ,3,0,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
38,МБ,Московский банк,Север,3803,Аппарат МБ,9038,,Московский банк,1026.0,3803.0,СЕВЕРНОЕ,3,0,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
40,СРБ,Среднерусский банк,ВОСТОЧНОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ,904000001,Восточное ГО,1023,13840.0,Восточное,1032.0,904000001.0,ВОСТОЧНОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ,3,0,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
52,ЮЗБ,Юго-Западный банк,Таганрогское ОСБ № 5221/0553 (1548),1548,Ростовское ГОСБ № 5221,5221,10888.0,Ростовское,1067.0,5221.0,РОСТОВСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №5221,3,0,61.0,Ростовская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
38,МБ,Московский банк,Юго-Запад,90386,Аппарат МБ,9038,,Московский банк,1029.0,3806.0,ЮГО-ЗАПАДНОЕ,3,0,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
38,МБ,Московский банк,Юг,90385,Аппарат МБ,9038,,Московский банк,1028.0,3805.0,ЮЖНОЕ,3,0,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
40,СРБ,Среднерусский банк,Рязанское ГОСБ № 8606,8606,Рязанское ГОСБ № 8606,8606,4300.0,Рязанское,1038.0,8606.0,РЯЗАНСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8606,3,0,62.0,Рязанская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
55,СЗБ,Северо-Западный банк,Мурманское ГОСБ № 8627,8627,Мурманское ГОСБ № 8627,8627,10898.0,Мурманское,1090.0,8627.0,МУРМАНСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8627,3,0,51.0,Мурманская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
40,СРБ,Среднерусский банк,СЕВЕРНОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ,904000003,Северное ГО,1026,9324.0,Северное,1035.0,904000003.0,СЕВЕРНОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ,3,0,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
38,МБ,Московский банк,ЦАРИЦЫНСКОЕ ОТДЕЛЕНИЕ,7978,Аппарат МБ,9038,,Московский банк,1028.0,3805.0,ЮЖНОЕ,3,0,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
44,СибБ,Сибирский банк,ГО по Красноярскому краю,8646,ГО по Красноярскому краю,8646,23565.0,Красноярское,1065.0,8646.0,КРАСНОЯРСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8646,7,4,24.0,Красноярский край,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
52,ЮЗБ,Юго-Западный банк,"""""""""""""""""""""""""""""",52,Аппарат ЮЗБ,520000,10865.0,Юго-Западный банк,1078.0,5221.0,РОСТОВСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №5221,3,0,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
52,ЮЗБ,Юго-Западный банк,ГО по Донецкой Народной Республике,9053,ГО по Донецкой Народной Республике,9053,,ДНР,,,"""""""""""""""""""""""""""""",3,0,93.0,Донецкая Народная Республика,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
44,СибБ,Сибирский банк,"""""""""""""""""""""""""""""",1027,Норильское отделение,1027,,Норильское,1055.0,8646.0,КРАСНОЯРСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8646,7,4,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
52,ЮЗБ,Юго-Западный банк,Краснодарское ГОСБ № 8619,8619,Краснодарское ГОСБ № 8619,8619,10889.0,Краснодарское,1072.0,8619.0,КРАСНОДАРСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8619,3,0,23.0,Краснодарский край,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
52,ЮЗБ,Юго-Западный банк,Ингушское ГОСБ № 8633,8633,Ингушское ГОСБ № 8633,8633,23563.0,Ингушское,1076.0,8633.0,ИНГУШСКОЕ ОТДЕЛЕНИЕ №8633,3,0,6.0,Республика Ингушетия,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
54,ПБ,Поволжский банк,Астраханское ГОСБ № 8625,8625,Астраханское ГОСБ № 8625,8625,10896.0,Астраханское,1086.0,8625.0,АСТРАХАНСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8625,4,1,30.0,Астраханская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
13,ЦЧБ,Центрально-Черноземный банк,Орловское ГОСБ № 8595,8595,Орловское ГОСБ № 8595,8595,13442.0,Орловское,1004.0,8595.0,ОРЛОВСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8595,3,0,57.0,Орловская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
70,ДВБ,Дальневосточный банк,Чукотское ГО (на правах отдела),8557,Чукотское ГО (на правах отдела),8557,19923.0,Чукотское,1101.0,8557.0,ЧУКОТСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8557,12,9,87.0,Чукотский АО,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
16,УБ,Уральский банк,Свердловское ГОСБ № 7003,7003,Свердловское ГОСБ № 7003,7003,4291.0,Свердловское,1011.0,7003.0,СВЕРДЛОВСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №7003,5,2,66.0,Свердловская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
44,СибБ,Сибирский банк,Алтайское ГОСБ № 8644,8644,Алтайское ГОСБ №8644,8644,10884.0,Алтайское,1064.0,8644.0,АЛТАЙСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8644,7,4,4.0,Республика Алтай,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
54,ПБ,Поволжский банк,Пензенское ГОСБ № 8624,8624,Пензенское ГОСБ № 8624,8624,10895.0,Пензенское,1085.0,8624.0,ПЕНЗЕНСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8624,3,0,58.0,Пензенская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
42,ВВБ,Волго-Вятский банк,ГО по Нижегородской области,9042,ГО по Нижегородской области,9042,13430.0,Нижегородская обл.,1053.0,9042.0,ГОЛОВНОЕ ОТДЕЛЕНИЕ ПО НИЖЕГОРОДСКОЙ ОБЛАСТИ,3,0,52.0,Нижегородская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
44,СибБ,Сибирский банк,Чукотское отделение № 1009,1009,Кемеровское ГОСБ № 8615,8615,,Кемеровское,1061.0,8615.0,КЕМЕРОВСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8615,7,4,42.0,Кемеровская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
38,МБ,Московский банк,Мещанское отделение №7811,7811,Аппарат МБ,9038,,Московский банк,1027.0,3801.0,ВОСТОЧНОЕ,3,0,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
40,СРБ,Среднерусский банк,"""""""""""""""""""""""""""""",9040,Аппарат СРБ,400000,10861.0,Среднерусский банк,1044.0,904000000.0,АППАРАТ СРБ,3,0,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
38,МБ,Московский банк,СТРОМЫНСКОЕ ОТДЕЛЕНИЕ,5281,Аппарат МБ,9038,,Московский банк,1024.0,3801.0,ВОСТОЧНОЕ,3,0,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
44,СибБ,Сибирский банк,Горно-Алтайское отделение №8558,8558,Алтайское ГОСБ №8644,8644,10884.0,Алтайское,1064.0,8644.0,АЛТАЙСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8644,7,4,4.0,Республика Алтай,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
38,МБ,Московский банк,ЛЕФОРТОВСКОЕ ОТДЕЛЕНИЕ,6901,Аппарат МБ,9038,,Московский банк,1024.0,3801.0,ВОСТОЧНОЕ,3,0,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
38,МБ,Московский банк,КРАСНОПРЕСНЕНСКОЕ ОТДЕЛЕНИЕ,1569,Аппарат МБ,9038,,Московский банк,1025.0,3802.0,ЗАПАДНОЕ,3,0,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
44,СибБ,Сибирский банк,Новокузнецкое отделение,2363,Новокузнецкое отделение,2363,,Новокузнецкое,1056.0,8615.0,КЕМЕРОВСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8615,7,4,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
52,ЮЗБ,Юго-Западный банк,Изобильненское ОСБ (на правах управления) Ставропольского ОСБ,1005,Ставропольское ГОСБ № 5230,5230,23560.0,Ставорпольское,1068.0,5230.0,СТАВРОПОЛЬСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №5230,3,0,26.0,Ставропольский край,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
18,ББ,Байкальский банк,Братское отделение № 1002,1002,Иркутское ГОСБ № 8586,8586,13627.0,Иркутское,1019.0,8586.0,ИРКУТСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8586,8,5,38.0,Иркутская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
42,ВВБ,Волго-Вятский банк,Удмуртское ГОСБ № 8618,8618,Удмуртское ГОСБ № 8618,8618,10887.0,Удмуртское,1052.0,8618.0,УДМУРТСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8618,4,1,18.0,Удмуртская Республика,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
44,СибБ,Сибирский банк,Новосибирское ГОСБ № 8047,8047,Новосибирское ГОСБ № 8047,8047,10881.0,Новосибирское,1058.0,8047.0,НОВОСИБИРСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8047,7,4,54.0,Новосибирская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
52,ЮЗБ,Юго-Западный банк,Калмыцкое ГОСБ № 8579,8579,Калмыцкое ГОСБ № 8579,8579,23562.0,Калмыцкое,1069.0,8579.0,КАЛМЫЦКОЕ ОТДЕЛЕНИЕ №8579,3,0,8.0,Республика Калмыкия,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
40,СРБ,Среднерусский банк,Южное ГО,1024,Южное ГО,1024,13841.0,Южное,1033.0,904000004.0,ЮЖНОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ,3,0,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
54,ПБ,Поволжский банк,Волгоградское ГОСБ № 8621,8621,Волгоградское ГОСБ № 8621,8621,10892.0,Волгоградское,1082.0,8621.0,ВОЛГОГРАДСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8621,3,0,34.0,Волгоградская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
38,МБ,Московский банк,Все Отдел/Сектор МБ,28,Аппарат МБ,9038,10860.0,Московский банк,1030.0,2.0,ОПЕРУ СБЕРБАНКА РОССИИ,3,0,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
18,ББ,Байкальский банк,Читинское ГОСБ № 8600,8600,Читинское ГОСБ№ 8600,8600,13628.0,Читинское,1020.0,8600.0,ЧИТИНСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8600,9,6,75.0,Забайкальский край,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
54,ПБ,Поволжский банк,Ульяновское ГОСБ № 8588,8588,Ульяновское ГОСБ № 8588,8588,10891.0,Ульяновское,1081.0,8588.0,УЛЬЯНОВСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8588,4,1,73.0,Ульяновская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
40,СРБ,Среднерусский банк,Костромское ГОСБ № 8640,8640,Костромское ГОСБ № 8640,8640,4288.0,Костромское,1043.0,8640.0,КОСТРОМСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8640,3,0,44.0,Костромская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
16,УБ,Уральский банк,Аппарат ЗСБ,9067,Западно-Сибирское отделение №8647,8647,2534.0,Западно - Сибирское,1016.0,29.0,ТЮМЕНСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №29,5,2,72.0,Тюменская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
16,УБ,Уральский банк,Аппарат УБ,9016,Аппарат УБ,160000,10857.0,Уральский Банк,1017.0,7003.0,СВЕРДЛОВСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №7003,5,2,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
42,ВВБ,Волго-Вятский банк,Аппарат ВВБ,420000,Аппарат ВВБ,420000,10862.0,Волго-Вятский банк,1054.0,6984.0,ПЕРМСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №6984,3,0,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
44,СибБ,Сибирский банк,Аппарат СибБ,9044,Аппарат СибБ,440000,10863.0,Сибирский банк,1066.0,8047.0,НОВОСИБИРСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8047,7,4,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
18,ББ,Байкальский банк,Иркутское отделение № 8586,7690,Иркутское ГОСБ № 8586,8586,13627.0,Иркутское,1019.0,8586.0,ИРКУТСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8586,8,5,38.0,Иркутская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
44,СибБ,Сибирский банк,Томское ГОСБ № 8616,8616,Томское ГОСБ № 8616,8616,10883.0,Томское,1062.0,8616.0,ТОМСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8616,7,4,70.0,Томская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
38,МБ,Московский банк,ДОНСКОЕ ОТДЕЛЕНИЕ,7813,Аппарат МБ,9038,,Московский банк,1029.0,3806.0,ЮГО-ЗАПАДНОЕ,3,0,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
18,ББ,Байкальский банк,Аппарат ББ,180000,Аппарат ББ,180000,10858.0,Байкальский банк,1023.0,8586.0,ИРКУТСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8586,8,5,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
16,УБ,Уральский банк,Новоуренгойское ГОСБ № 8369,8369,Ямало-Ненецкое ГОСБ № 8369,8369,17992.0,Ямало-Ненецкое,1012.0,8369.0,НОВОУРЕНГОЙСКОЕ ОТДЕЛЕНИЕ №8369,5,2,89.0,Ямало-Ненецкий АО,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
55,СЗБ,Северо-Западный банк,ГО по СПБ,9500,ГО по г. Санкт-Петербургу,9055,15635.0,Санкт- Петербургское,1096.0,9055.0,САНКТ-ПЕТЕРБУРГСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ 9055,3,0,78.0,г.Санкт-Петербург,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
55,СЗБ,Северо-Западный банк,Карельское ГОСБ № 8628,8628,Карельское ГОСБ № 8628,8628,10899.0,Карельское,1091.0,8628.0,КАРЕЛЬСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8628,3,0,10.0,Республика Карелия,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
52,ЮЗБ,Юго-Западный банк,Ставропольское ГОСБ № 5230,5230,Ставропольское ГОСБ № 5230,5230,23560.0,Ставорпольское,1068.0,5230.0,СТАВРОПОЛЬСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №5230,3,0,26.0,Ставропольский край,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
16,УБ,Уральский банк,Челябинское ГОСБ № 8597,8597,Челябинское ГОСБ № 8597,8597,4292.0,Челябинское,1013.0,8597.0,ЧЕЛЯБИНСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8597,5,2,74.0,Челябинская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
40,СРБ,Среднерусский банк,ЗАПАДНОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ,904000002,Западное ГО,1025,9325.0,Западное,1034.0,904000002.0,ЗАПАДНОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ,3,0,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
44,СибБ,Сибирский банк,Офис СО №9031/9031,9031,ГО по Красноярскому краю,8646,23565.0,Красноярское,1065.0,8646.0,КРАСНОЯРСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8646,7,4,24.0,Красноярский край,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
52,ЮЗБ,Юго-Западный банк,Ростовское ГОСБ № 5221,5221,Ростовское ГОСБ № 5221,5221,10888.0,Ростовское,1067.0,5221.0,РОСТОВСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №5221,3,0,61.0,Ростовская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
52,ЮЗБ,Юго-Западный банк,Новороссийское отделение,68,Краснодарское ГОСБ № 8619,8619,10889.0,Краснодарское,1072.0,8619.0,КРАСНОДАРСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8619,3,0,23.0,Краснодарский край,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
40,СРБ,Среднерусский банк,Тульское ГОСБ № 8604,8604,Тульское ГОСБ № 8604,8604,4298.0,Тульское,1036.0,8604.0,ТУЛЬСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8604,3,0,71.0,Тульская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
52,ЮЗБ,Юго-Западный банк,Карачаево-Черкесское ГОСБ № 8585,8585,Карачаево-Черкесское ГОСБ № 8585,8585,23556.0,Карачаево-Черкесское,1070.0,8585.0,КАРАЧАЕВО-ЧЕРКЕССКОЕ ОТДЕЛЕНИЕ №8585,3,0,9.0,Карачаево-Черкесская Республика,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
